source;target;weight
82;368;3.02
83;246;10.38
83;79;89.02
84;110;70.02
85;91;64.10
85;241;2.78
85;221;93.50
85;292;70.51
86;463;57.08
86;21;63.76
86;234;4.60
87;479;66.56
88;408;53.30
90;46;23.89
90;354;19.73
90;178;60.38
91;85;64.10
91;398;1.23
91;118;76.41
92;95;47.74
92;51;68.90
92;298;13.99
92;191;20.23
93;81;100.56
94;262;30.10
94;110;78.23
95;92;47.74
95;332;19.33
95;303;84.10
95;382;30.79
95;437;58.56
96;451;41.84
96;53;42.64
97;310;66.32
97;50;28.06
97;129;86.74
97;273;89.21
98;177;13.42
98;78;79.11
98;145;76.60
99;324;33.14
99;66;32.11
100;403;83.66
101;113;4.94
101;24;71.98
101;479;77.76
101;257;18.58
101;486;25.57
102;182;78.73
102;125;56.02
103;6;13.73
103;169;61.06
103;456;19.41
103;388;83.91
104;380;46.65
104;160;82.19
104;44;63.05
104;498;24.48
105;250;61.68
105;258;87.60
105;432;70.85
105;248;34.37
106;140;34.78
106;347;71.76
106;204;24.14
106;496;13.70
106;438;65.45
107;472;95.88
107;77;64.32
107;82;36.28
107;28;62.46
108;329;62.42
108;76;2.35
108;368;32.65
109;342;79.77
109;489;58.26
109;150;18.05
110;333;45.67
110;230;72.73
110;297;40.69
110;274;52.64
110;32;63.35
110;94;78.23
110;84;70.02
110;117;45.54
111;345;27.76
112;412;20.93
112;220;66.56
112;403;86.57
112;126;7.75
113;101;4.94
113;486;1.37
114;356;26.27
114;119;11.07
114;121;99.76
114;186;6.52
115;135;49.75
115;51;38.89
115;308;32.66
115;282;25.33
115;249;97.72
116;251;58.68
116;224;26.37
116;41;8.47
116;416;59.82
116;171;76.65
117;384;26.90
117;309;51.08
117;17;64.63
117;322;39.98
117;241;1.21
117;110;45.54
118;54;91.08
118;91;76.41
119;141;29.37
119;114;11.07
119;17;28.11
119;374;82.59
121;114;99.76
122;257;76.81
122;282;16.92
122;205;22.88
123;431;67.50
123;351;32.87
123;216;14.87
123;178;70.60
124;450;17.03
124;340;67.26
124;433;63.54
124;296;56.19
124;367;47.80
124;320;99.58
125;66;50.03
125;491;25.57
125;228;20.04
125;102;56.02
126;82;96.81
126;259;42.39
126;112;7.75
127;362;95.00
127;154;63.30
127;150;89.94
127;372;45.99
127;23;18.18
127;277;26.51
127;431;56.95
127;485;71.88
127;284;37.83
127;79;15.25
128;210;27.61
129;97;86.74
129;432;7.97
129;248;12.66
129;396;15.86
130;63;31.35
132;280;8.88
132;392;76.81
132;58;33.82
133;258;45.25
134;71;92.43
134;233;11.60
135;115;49.75
135;158;75.36
135;218;9.12
135;35;93.75
135;199;80.51
136;146;8.31
136;479;48.11
136;76;3.88
136;339;37.16
136;185;14.26
136;1;100.44
137;357;70.04
137;215;62.87
138;411;4.44
138;0;94.90
138;373;77.43
139;428;1.94
139;464;91.65
139;435;50.70
140;106;34.78
140;186;68.82
140;285;52.69
141;366;8.92
141;9;78.63
141;119;29.37
141;206;11.47
142;273;75.04
142;10;34.46
142;233;38.90
142;459;2.90
143;245;32.16
143;76;44.75
143;81;32.39
145;477;100.18
145;481;18.28
145;397;14.88
145;98;76.60
146;45;100.56
146;136;8.31
146;464;69.86
147;59;98.05
147;63;87.63
147;223;98.79
148;282;63.45
148;481;74.41
148;20;70.54
148;177;57.93
150;280;30.61
150;127;89.94
150;157;91.42
150;109;18.05
150;244;87.00
151;279;38.08
151;181;32.08
153;26;12.86
153;256;85.41
153;401;21.95
153;204;22.64
153;342;31.16
153;53;27.76
154;127;63.30
154;230;4.62
154;485;43.09
154;171;35.71
154;306;14.94
154;61;99.74
155;416;15.79
155;460;22.56
155;245;96.10
155;71;49.51
155;398;96.69
156;287;95.55
156;167;78.88
156;364;47.17
156;394;18.99
156;495;46.83
156;196;84.39
157;232;9.16
157;485;72.35
157;366;44.26
157;150;91.42
157;457;94.51
158;135;75.36
158;289;28.10
158;225;5.24
159;0;65.68
160;162;73.81
160;350;61.18
160;282;22.04
160;348;50.59
160;104;82.19
161;401;60.06
161;55;49.93
161;452;6.57
162;210;80.21
162;160;73.81
162;456;96.32
162;243;80.74
162;402;49.38
163;166;53.49
163;443;82.93
163;237;52.91
164;193;95.94
165;415;85.73
165;75;38.74
165;326;20.03
165;179;37.38
166;163;53.49
166;410;30.68
166;253;74.55
166;169;75.49
166;21;13.56
167;65;52.54
167;456;49.08
167;156;78.88
167;433;67.00
167;336;17.53
168;69;51.31
169;103;61.06
169;166;75.49
170;370;5.52
171;74;36.30
171;154;35.71
171;116;76.65
172;315;79.68
172;11;82.48
172;44;33.06
173;182;47.90
173;35;3.27
173;66;67.90
173;413;95.21
173;379;62.61
173;372;35.77
174;4;10.04
174;321;18.47
174;197;65.71
174;242;38.95
175;328;71.08
175;432;27.17
175;403;97.54
175;333;77.49
175;368;44.51
176;18;42.17
176;441;51.36
176;434;46.93
177;355;10.28
177;98;13.42
177;66;4.64
177;187;66.73
177;455;84.20
177;148;57.93
178;90;60.38
178;43;57.60
178;323;93.88
178;123;70.60
179;56;79.74
179;498;64.17
179;82;32.61
179;165;37.38
180;336;8.15
180;343;64.30
181;195;87.29
181;151;32.08
181;322;7.70
181;314;28.10
182;173;47.90
182;102;78.73
182;394;77.62
182;473;13.51
182;283;99.87
183;243;51.14
183;439;11.80
183;237;94.99
184;51;68.88
184;338;41.39
185;480;60.14
185;459;97.16
185;405;46.39
185;47;95.61
185;136;14.26
185;298;21.93
186;423;97.79
186;56;54.84
186;380;25.70
186;140;68.82
186;285;63.49
186;114;6.52
187;479;3.41
187;388;68.20
187;177;66.73
188;451;99.76
188;288;97.46
189;434;78.37
189;16;100.90
189;243;8.55
189;13;6.94
190;223;25.29
190;76;25.94
191;223;71.50
191;37;65.40
191;423;95.03
191;199;57.17
191;478;31.27
191;92;20.23
192;417;29.92
192;458;46.32
193;164;95.94
193;27;12.87
193;342;78.72
194;67;88.86
194;345;66.39
194;312;70.60
194;282;78.51
195;261;19.86
195;252;96.80
195;181;87.29
195;496;1.22
196;34;58.97
196;7;74.25
196;358;87.44
196;156;84.39
197;482;59.60
197;375;4.87
197;215;76.58
197;174;65.71
197;347;34.67
197;241;87.07
197;451;67.50
199;191;57.17
199;135;80.51
200;17;63.83
200;276;20.07
200;316;34.40
201;458;86.82
202;403;75.03
203;223;5.58
204;106;24.14
204;227;33.07
204;433;36.55
204;153;22.64
205;360;36.81
205;122;22.88
205;209;78.10
206;212;27.63
206;236;25.50
206;141;11.47
207;462;8.04
207;336;20.84
208;9;38.32
208;213;46.40
208;478;83.12
208;468;63.83
209;404;34.60
209;256;46.46
209;431;67.07
209;205;78.10
210;162;80.21
210;128;27.61
210;266;41.12
210;444;81.36
211;263;65.66
211;439;97.17
211;476;66.99
212;49;48.93
212;59;95.15
212;206;27.63
212;413;57.98
212;26;18.16
213;208;46.40
213;389;3.83
214;402;37.63
214;429;92.53
214;229;8.29
215;484;97.87
215;197;76.58
215;137;62.87
216;43;2.96
216;123;14.87
218;135;9.12
219;456;23.92
220;6;4.19
220;112;66.56
221;406;55.63
221;85;93.50
221;256;52.36
221;226;98.57
222;225;2.33
222;44;99.43
223;337;3.07
223;203;5.58
223;478;10.04
223;191;71.50
223;190;25.29
223;147;98.79
223;257;52.82
223;407;100.57
223;48;26.79
224;478;12.63
224;116;26.37
225;222;2.33
225;459;22.78
225;295;44.65
225;57;63.61
225;158;5.24
225;269;75.91
225;77;74.55
226;221;98.57
227;204;33.07
227;69;46.46
228;14;28.31
228;125;20.04
229;261;69.24
229;392;32.31
229;457;50.67
229;214;8.29
230;110;72.73
230;154;4.62
230;35;13.07
230;274;93.74
231;482;65.76
232;157;9.16
232;347;57.75
233;350;21.20
233;393;73.83
233;278;18.56
233;454;23.90
233;142;38.90
233;134;11.60
234;364;6.89
234;270;4.30
234;86;4.60
235;339;10.84
235;375;32.31
235;70;93.83
236;206;25.50
236;81;98.84
237;329;12.78
237;314;63.90
237;163;52.91
237;183;94.99
238;448;2.49
238;383;34.34
238;4;84.31
239;80;52.84
241;85;2.78
241;496;76.25
241;117;1.21
241;197;87.07
242;19;75.81
242;253;12.06
242;174;38.95
243;15;16.28
243;183;51.14
243;279;74.43
243;189;8.55
243;162;80.74
243;409;60.52
244;150;87.00
245;143;32.16
245;155;96.10
246;83;10.38
246;15;8.71
246;409;33.81
246;254;3.29
246;496;7.17
246;390;84.42
247;255;62.50
247;283;57.40
248;129;12.66
248;105;34.37
249;436;29.07
249;115;97.72
250;488;50.51
250;105;61.68
250;492;56.35
251;116;58.68
251;283;70.41
251;386;7.57
252;195;96.80
252;364;75.57
253;242;12.06
253;166;74.55
253;479;25.36
253;290;82.22
254;277;98.86
254;369;40.95
254;478;85.49
254;494;26.70
254;246;3.29
255;247;62.50
256;209;46.46
256;439;15.30
256;221;52.36
256;153;85.41
256;491;29.13
257;122;76.81
257;223;52.82
257;101;18.58
258;289;41.48
258;406;77.42
258;489;18.38
258;133;45.25
258;364;22.12
258;105;87.60
259;354;51.30
259;126;42.39
260;491;67.89
260;359;95.49
260;293;71.51
260;28;16.79
260;368;100.99
261;195;19.86
261;229;69.24
262;94;30.10
263;211;65.66
263;397;9.21
263;450;32.71
263;276;70.44
264;351;11.62
264;408;49.68
264;419;53.28
264;464;6.32
265;341;46.33
265;30;37.57
266;460;21.50
266;210;41.12
267;466;51.52
267;11;84.53
267;275;49.67
268;466;84.81
268;499;97.38
269;278;15.02
269;464;39.38
269;225;75.91
270;234;4.30
270;287;84.88
270;288;36.62
271;456;95.18
272;347;57.50
272;353;56.50
273;35;97.55
273;142;75.04
273;398;34.54
273;97;89.21
273;392;54.87
273;62;11.14
274;110;52.64
274;230;93.74
275;498;47.71
275;468;32.20
275;267;49.67
276;200;20.07
276;451;1.68
276;57;90.00
276;349;95.64
276;263;70.44
277;254;98.86
277;127;26.51
278;68;9.30
278;269;15.02
278;233;18.56
278;454;20.93
279;243;74.43
279;151;38.08
279;77;21.38
279;65;15.27
279;377;29.69
280;132;8.88
280;150;30.61
280;51;87.60
280;377;90.10
280;346;42.01
281;382;8.49
282;148;63.45
282;122;16.92
282;160;22.04
282;403;67.43
282;493;52.75
282;194;78.51
282;115;25.33
282;440;40.03
283;293;69.07
283;247;57.40
283;393;12.04
283;251;70.41
283;182;99.87
283;434;68.97
284;301;8.89
284;444;28.96
284;127;37.83
285;456;7.40
285;140;52.69
285;186;63.49
287;156;95.55
287;270;84.88
287;432;94.27
288;188;97.46
288;270;36.62
289;382;69.96
289;258;41.48
289;78;79.48
289;158;28.10
290;435;36.71
290;413;59.84
290;253;82.22
292;22;81.04
292;384;95.74
292;85;70.51
292;401;65.96
293;283;69.07
293;260;71.51
293;425;43.41
295;225;44.65
295;43;90.92
295;344;31.29
296;407;15.78
296;124;56.19
296;452;74.24
297;389;77.34
297;29;46.92
297;110;40.69
297;473;22.46
297;493;66.33
297;413;13.19
298;92;13.99
298;308;68.07
298;185;21.93
299;310;12.34
299;486;93.40
299;50;24.80
299;439;38.07
300;343;89.05
300;301;56.69
300;367;67.31
301;284;8.89
301;300;56.69
301;21;3.10
302;386;23.86
302;29;31.50
303;327;30.13
303;95;84.10
303;60;48.13
304;452;38.29
304;330;48.17
304;0;12.56
305;61;50.82
306;154;14.94
307;479;36.49
307;0;92.83
307;426;81.84
308;298;68.07
308;115;32.66
309;447;4.96
309;117;51.08
309;444;47.65
309;4;15.00
310;97;66.32
310;299;12.34
310;497;100.91
310;363;11.73
312;22;4.91
312;335;27.14
312;439;58.70
312;194;70.60
312;29;87.37
313;396;85.01
313;453;39.84
314;64;23.35
314;237;63.90
314;181;28.10
315;372;56.63
315;41;46.95
315;172;79.68
316;411;52.71
316;331;31.32
316;200;34.40
317;36;74.57
317;26;40.40
318;387;75.05
318;371;70.02
318;25;81.23
319;337;50.17
319;476;85.37
319;469;57.01
320;3;30.73
320;124;99.58
321;489;36.48
321;374;55.20
321;34;26.42
321;445;88.92
321;419;59.47
321;334;57.61
321;174;18.47
322;117;39.98
322;409;7.15
322;181;7.70
322;407;29.18
323;178;93.88
324;99;33.14
324;431;49.78
324;332;89.54
324;82;8.53
324;371;42.87
324;443;60.91
326;12;23.71
326;391;66.84
326;165;20.03
326;31;26.26
327;303;30.13
327;10;65.31
327;446;71.88
328;175;71.08
328;343;82.42
328;411;47.45
329;237;12.78
329;108;62.42
329;334;75.12
329;356;56.43
329;354;47.74
330;37;19.49
330;448;98.62
330;304;48.17
330;373;75.79
331;60;13.74
331;316;31.32
331;59;38.77
332;95;19.33
332;324;89.54
332;349;49.81
333;110;45.67
333;175;77.49
334;329;75.12
334;415;99.00
334;321;57.61
335;413;18.93
335;312;27.14
335;372;7.74
335;339;58.28
335;72;4.41
336;364;26.57
336;369;17.81
336;180;8.15
336;353;51.26
336;207;20.84
336;167;17.53
337;223;3.07
337;10;53.47
337;319;50.17
338;489;50.60
338;184;41.39
338;38;77.29
339;414;67.78
339;235;10.84
339;136;37.16
339;335;58.28
340;486;74.97
340;26;32.08
340;124;67.26
341;453;54.59
341;265;46.33
341;465;35.44
342;109;79.77
342;50;52.72
342;193;78.72
342;153;31.16
342;11;32.53
343;479;27.40
343;300;89.05
343;328;82.42
343;180;64.30
344;374;98.92
344;456;40.09
344;46;40.91
344;383;83.15
344;413;67.91
344;429;64.01
344;295;31.29
345;6;87.95
345;194;66.39
345;111;27.76
346;368;10.57
346;280;42.01
347;63;84.90
347;465;9.14
347;232;57.75
347;106;71.76
347;272;57.50
347;197;34.67
347;462;1.90
348;15;43.36
348;160;50.59
348;14;49.06
349;276;95.64
349;332;49.81
349;74;49.28
350;233;21.20
350;160;61.18
350;437;62.70
350;403;68.81
351;264;11.62
351;123;32.87
351;71;77.24
353;336;51.26
353;272;56.50
354;421;75.36
354;90;19.73
354;430;62.25
354;62;34.05
354;259;51.30
354;329;47.74
355;488;63.42
355;177;10.28
356;22;99.40
356;114;26.27
356;69;17.47
356;63;93.06
356;329;56.43
356;31;6.40
357;137;70.04
357;492;83.67
358;406;60.10
358;36;44.98
358;196;87.44
358;75;27.16
359;260;95.49
359;0;39.75
359;473;48.23
360;205;36.81
360;74;97.69
361;416;21.55
362;127;95.00
362;32;80.92
362;436;84.59
363;492;91.94
363;310;11.73
364;336;26.57
364;234;6.89
364;156;47.17
364;252;75.57
364;258;22.12
365;404;45.19
366;141;8.92
366;452;51.68
366;475;43.21
366;157;44.26
367;493;43.44
367;124;47.80
367;300;67.31
368;108;32.65
368;346;10.57
368;260;100.99
368;82;3.02
368;175;44.51
369;254;40.95
369;60;33.07
369;336;17.81
370;403;94.36
370;170;5.52
371;318;70.02
371;468;31.98
371;324;42.87
372;58;26.80
372;315;56.63
372;437;5.33
372;127;45.99
372;335;7.74
372;173;35.77
373;17;61.67
373;138;77.43
373;330;75.79
374;344;98.92
374;321;55.20
374;67;3.35
374;119;82.59
375;487;32.36
375;27;65.38
375;197;4.87
375;235;32.31
375;476;45.02
376;23;73.69
377;477;78.80
377;280;90.10
377;279;29.69
377;492;69.60
377;18;20.32
377;9;10.26
378;60;26.25
378;452;83.81
379;173;62.61
380;42;92.45
380;104;46.65
380;23;89.80
380;186;25.70
380;39;35.58
381;9;55.36
382;289;69.96
382;471;56.34
382;95;30.79
382;281;8.49
383;344;83.15
383;238;34.34
384;117;26.90
384;465;98.62
384;292;95.74
385;407;70.06
386;488;65.52
386;302;23.86
386;447;28.19
386;251;7.57
387;318;75.05
387;389;97.70
388;20;41.61
388;1;94.33
388;187;68.20
388;103;83.91
388;464;9.25
389;297;77.34
389;473;20.05
389;213;3.83
389;462;31.58
389;387;97.70
390;246;84.42
391;326;66.84
391;396;5.14
392;495;5.42
392;229;32.31
392;132;76.81
392;273;54.87
393;46;59.33
393;233;73.83
393;432;82.92
393;33;41.18
393;283;12.04
394;444;77.68
394;156;18.99
394;182;77.62
396;488;44.73
396;2;39.29
396;313;85.01
396;454;63.05
396;391;5.14
396;129;15.86
396;44;52.74
397;263;9.21
397;145;14.88
398;91;1.23
398;273;34.54
398;155;96.69
399;49;23.92
401;161;60.06
401;477;93.50
401;404;11.68
401;493;72.41
401;415;49.48
401;153;21.95
401;292;65.96
402;214;37.63
402;38;84.93
402;162;49.38
403;370;94.36
403;40;77.63
403;100;83.66
403;282;67.43
403;175;97.54
403;350;68.81
403;112;86.57
403;202;75.03
404;365;45.19
404;209;34.60
404;401;11.68
404;447;76.83
404;465;42.79
405;453;81.95
405;185;46.39
405;412;61.90
406;358;60.10
406;258;77.42
406;221;55.63
406;445;98.92
407;33;57.68
407;50;74.61
407;223;100.57
407;385;70.06
407;296;15.78
407;322;29.18
408;19;42.38
408;264;49.68
408;418;24.70
408;88;53.30
408;488;69.48
409;246;33.81
409;322;7.15
409;243;60.52
410;79;10.95
410;166;30.68
411;316;52.71
411;138;4.44
411;328;47.45
412;112;20.93
412;405;61.90
413;335;18.93
413;212;57.98
413;344;67.91
413;485;98.78
413;290;59.84
413;173;95.21
413;297;13.19
414;339;67.78
414;457;75.15
415;334;99.00
415;165;85.73
415;401;49.48
416;155;15.79
416;361;21.55
416;28;67.81
416;116;59.82
417;192;29.92
417;50;66.50
417;20;77.61
418;67;99.94
418;408;24.70
419;321;59.47
419;264;53.28
419;437;82.57
421;354;75.36
422;76;89.30
423;186;97.79
423;429;39.24
423;75;82.51
423;191;95.03
425;293;43.41
426;307;81.84
427;22;51.55
428;139;1.94
429;458;8.01
429;423;39.24
429;344;64.01
429;456;42.50
429;214;92.53
429;483;41.56
429;26;67.31
430;354;62.25
430;18;28.17
431;324;49.78
431;123;67.50
431;432;27.47
431;127;56.95
431;209;67.07
431;490;69.58
432;431;27.47
432;175;27.17
432;393;82.92
432;129;7.97
432;287;94.27
432;20;65.01
432;105;70.85
433;167;67.00
433;204;36.55
433;124;63.54
434;189;78.37
434;176;46.93
434;283;68.97
435;290;36.71
435;139;50.70
436;249;29.07
436;362;84.59
436;10;74.56
436;64;21.58
437;372;5.33
437;350;62.70
437;95;58.56
437;419;82.57
438;18;88.95
438;106;65.45
439;256;15.30
439;211;97.17
439;312;58.70
439;183;11.80
439;299;38.07
440;482;89.62
440;460;50.13
440;282;40.03
441;176;51.36
443;163;82.93
443;324;60.91
444;284;28.96
444;394;77.68
444;309;47.65
444;210;81.36
445;321;88.92
445;406;98.92
445;480;18.99
446;327;71.88
447;309;4.96
447;386;28.19
447;404;76.83
447;41;94.26
448;238;2.49
448;330;98.62
448;48;53.92
449;459;85.23
449;493;75.69
450;32;57.62
450;124;17.03
450;263;32.71
451;188;99.76
451;96;41.84
451;276;1.68
451;197;67.50
452;366;51.68
452;304;38.29
452;378;83.81
452;296;74.24
452;161;6.57
453;405;81.95
453;341;54.59
453;313;39.84
454;233;23.90
454;278;20.93
454;396;63.05
455;177;84.20
456;285;7.40
456;167;49.08
456;219;23.92
456;162;96.32
456;484;6.40
456;344;40.09
456;429;42.50
456;103;19.41
456;271;95.18
457;414;75.15
457;2;94.63
457;229;50.67
457;157;94.51
458;429;8.01
458;192;46.32
458;201;86.82
458;81;20.79
459;225;22.78
459;185;97.16
459;449;85.23
459;51;66.56
459;75;73.16
459;62;43.20
459;142;2.90
460;498;32.11
460;266;21.50
460;155;22.56
460;440;50.13
460;57;29.81
462;207;8.04
462;389;31.58
462;347;1.90
463;86;57.08
464;55;89.92
464;139;91.65
464;146;69.86
464;264;6.32
464;388;9.25
464;269;39.38
465;347;9.14
465;384;98.62
465;404;42.79
465;341;35.44
466;267;51.52
466;268;84.81
467;26;78.50
467;479;89.48
467;65;37.67
468;275;32.20
468;371;31.98
468;208;63.83
468;34;57.18
469;25;30.02
469;319;57.01
470;472;59.03
471;382;56.34
471;494;90.27
472;107;95.88
472;15;93.18
472;470;59.03
472;496;51.40
473;389;20.05
473;297;22.46
473;182;13.51
473;359;48.23
473;17;76.60
475;366;43.21
476;319;85.37
476;211;66.99
476;375;45.02
477;401;93.50
477;145;100.18
477;377;78.80
478;223;10.04
478;33;26.89
478;224;12.63
478;254;85.49
478;208;83.12
478;191;31.27
479;343;27.40
479;307;36.49
479;136;48.11
479;467;89.48
479;187;3.41
479;87;66.56
479;101;77.76
479;253;25.36
480;185;60.14
480;29;63.92
480;445;18.99
481;70;47.73
481;33;46.42
481;145;18.28
481;148;74.41
482;440;89.62
482;197;59.60
482;231;65.76
483;429;41.56
484;456;6.40
484;215;97.87
484;14;5.56
485;157;72.35
485;154;43.09
485;127;71.88
485;413;98.78
486;340;74.97
486;299;93.40
486;113;1.37
486;101;25.57
487;375;32.36
488;355;63.42
488;386;65.52
488;396;44.73
488;250;50.51
488;408;69.48
489;321;36.48
489;258;18.38
489;338;50.60
489;109;58.26
490;431;69.58
491;125;25.57
491;260;67.89
491;65;16.33
491;256;29.13
492;363;91.94
492;250;56.35
492;377;69.60
492;357;83.67
493;449;75.69
493;401;72.41
493;282;52.75
493;367;43.44
493;297;66.33
494;52;83.28
494;61;73.68
494;254;26.70
494;471;90.27
495;392;5.42
495;23;74.47
495;156;46.83
496;195;1.22
496;106;13.70
496;241;76.25
496;246;7.17
496;472;51.40
497;310;100.91
497;53;89.81
498;39;10.40
498;275;47.71
498;460;32.11
498;179;64.17
498;104;24.48
499;70;47.62
499;268;97.38
