source;target;weight
24;77;41.35
24;78;47.46
24;67;41.82
25;27;76.15
25;70;82.27
25;57;41.64
25;32;74.79
25;39;62.20
25;36;77.37
25;56;49.41
26;51;82.39
26;16;56.16
26;41;6.08
26;13;7.39
26;3;65.61
26;47;50.01
26;64;38.11
27;25;76.15
27;89;45.01
27;91;90.92
27;88;81.12
27;17;71.47
27;80;24.81
28;3;71.62
28;93;32.88
28;13;88.65
28;6;38.70
28;33;60.25
28;14;85.45
28;9;73.72
28;75;40.08
29;14;4.03
29;59;31.64
29;39;68.10
30;15;21.79
30;82;91.26
30;11;41.50
30;73;50.96
31;7;6.69
31;49;61.03
31;68;99.22
31;81;69.76
31;2;70.76
31;40;7.76
32;33;74.29
32;25;74.79
32;34;18.12
32;22;75.41
32;7;1.03
32;56;3.01
33;39;35.84
33;28;60.25
33;32;74.29
33;20;7.83
33;3;20.06
33;17;70.33
34;87;94.61
34;67;47.14
34;32;18.12
34;18;5.48
34;83;20.80
35;68;33.72
35;12;83.22
35;67;71.12
35;17;45.36
35;99;25.07
35;13;89.54
35;88;57.44
36;40;19.20
36;25;77.37
36;56;34.71
36;74;24.70
37;87;77.67
37;55;46.94
37;43;48.18
38;45;41.64
38;72;8.22
38;10;3.72
38;92;60.76
38;93;3.22
38;97;4.59
39;74;63.12
39;60;93.26
39;33;35.84
39;25;62.20
39;96;45.34
39;12;18.14
39;63;70.42
39;3;43.75
39;29;68.10
39;87;5.94
40;69;27.82
40;20;72.54
40;36;19.20
40;45;13.82
40;59;83.94
40;31;7.76
41;46;74.77
41;26;6.08
41;58;93.56
41;82;68.47
42;87;2.05
42;62;7.15
42;3;42.27
43;83;72.65
43;5;2.82
43;52;37.39
43;70;4.54
43;17;55.90
43;37;48.18
43;49;40.83
44;67;60.86
44;21;92.60
44;97;60.98
44;55;39.62
45;38;41.64
45;40;13.82
45;12;85.01
45;90;34.04
46;62;37.76
46;41;74.77
46;16;23.41
47;97;25.79
47;48;81.58
47;60;43.95
47;61;70.33
47;54;79.30
47;26;50.01
48;20;1.20
48;47;81.58
48;9;43.41
48;97;9.75
48;81;25.74
49;81;95.55
49;31;61.03
49;63;91.48
49;58;53.44
49;75;66.43
49;43;40.83
50;8;37.97
50;96;1.49
50;18;98.37
51;26;82.39
51;0;71.54
51;99;82.19
52;43;37.39
53;92;85.75
53;94;47.14
53;91;54.00
53;1;84.56
54;97;65.18
54;47;79.30
55;37;46.94
55;68;90.78
55;7;48.43
55;44;39.62
55;60;35.56
56;32;3.01
56;36;34.71
56;25;49.41
57;14;16.59
57;25;41.64
57;79;96.63
58;41;93.56
58;49;53.44
58;59;68.48
58;75;73.26
58;12;69.27
58;69;46.51
59;17;98.97
59;29;31.64
59;64;85.14
59;58;68.48
59;40;83.94
59;20;33.98
59;70;78.79
59;5;54.44
60;39;93.26
60;47;43.95
60;1;89.81
60;55;35.56
60;89;27.56
61;3;87.67
61;0;23.05
61;23;89.98
61;47;70.33
62;46;37.76
62;72;72.35
62;42;7.15
62;23;7.72
62;12;65.62
62;88;4.68
63;96;23.29
63;49;91.48
63;39;70.42
63;74;33.67
64;15;92.24
64;59;85.14
64;8;23.25
64;69;77.63
64;74;57.84
64;94;45.90
64;14;67.88
64;99;2.01
64;26;38.11
65;98;72.42
65;72;4.58
65;87;57.17
66;80;45.84
66;88;27.68
66;15;86.78
67;44;60.86
67;34;47.14
67;19;83.49
67;79;81.56
67;35;71.12
67;7;49.88
67;24;41.82
68;35;33.72
68;0;65.12
68;31;99.22
68;55;90.78
68;9;58.78
69;40;27.82
69;64;77.63
69;58;46.51
70;25;82.27
70;12;36.62
70;43;4.54
70;59;78.79
71;6;71.95
71;80;37.10
71;77;20.42
71;18;83.79
71;99;72.35
72;93;27.36
72;38;8.22
72;0;13.40
72;65;4.58
72;81;48.14
72;62;72.35
73;30;50.96
74;39;63.12
74;81;31.43
74;13;29.10
74;64;57.84
74;87;16.77
74;36;24.70
74;63;33.67
75;4;71.31
75;8;98.82
75;58;73.26
75;28;40.08
75;49;66.43
76;89;92.80
77;71;20.42
77;2;57.88
77;24;41.35
78;15;46.33
78;24;47.46
78;95;72.45
79;17;58.97
79;67;81.56
79;57;96.63
79;90;81.60
79;11;98.45
79;23;3.38
80;96;80.13
80;71;37.10
80;66;45.84
80;27;24.81
81;49;95.55
81;72;48.14
81;31;69.76
81;74;31.43
81;48;25.74
81;84;21.05
81;3;31.34
82;83;21.36
82;22;49.31
82;41;68.47
82;30;91.26
82;1;43.57
83;82;21.36
83;43;72.65
83;11;16.96
83;14;92.87
83;34;20.80
84;81;21.05
85;3;64.82
85;93;94.23
85;95;60.19
86;95;40.76
87;42;2.05
87;34;94.61
87;65;57.17
87;37;77.67
87;74;16.77
87;22;10.39
87;39;5.94
88;89;78.24
88;21;76.75
88;27;81.12
88;66;27.68
88;99;24.95
88;97;73.26
88;62;4.68
88;35;57.44
89;27;45.01
89;76;92.80
89;88;78.24
89;60;27.56
90;99;27.56
90;79;81.60
90;91;26.10
90;45;34.04
90;19;90.14
91;27;90.92
91;4;91.56
91;53;54.00
91;90;26.10
91;17;44.34
92;98;48.95
92;53;85.75
92;38;60.76
93;96;9.36
93;28;32.88
93;72;27.36
93;97;53.94
93;85;94.23
93;38;3.22
93;20;21.52
93;11;42.54
94;11;58.38
94;95;80.44
94;53;47.14
94;7;82.99
94;5;70.75
94;64;45.90
95;94;80.44
95;2;43.10
95;9;25.21
95;78;72.45
95;6;98.90
95;99;90.03
95;85;60.19
95;86;40.76
96;93;9.36
96;80;80.13
96;63;23.29
96;50;1.49
96;39;45.34
96;12;26.82
97;47;25.79
97;54;65.18
97;48;9.75
97;93;53.94
97;44;60.98
97;12;41.22
97;38;4.59
97;88;73.26
98;65;72.42
98;92;48.95
98;8;3.81
99;90;27.56
99;71;72.35
99;51;82.19
99;35;25.07
99;88;24.95
99;95;90.03
99;64;2.01
