source;target;label
51;39;31.25
51;42;92.80
51;47;60.20
51;48;20.22
51;62;7.27
51;71;29.62
51;78;10.39
51;79;55.61
52;1;37.74
52;5;13.04
52;8;6.19
52;25;48.19
52;85;85.81
52;87;41.72
52;97;81.83
53;6;5.38
53;7;41.05
53;11;63.76
53;14;42.66
53;22;8.60
53;43;9.68
53;59;75.84
53;67;20.21
53;69;54.84
53;84;46.73
53;91;35.46
54;15;18.23
54;24;58.11
54;29;89.77
54;32;90.85
54;44;30.37
54;50;83.25
54;65;70.90
54;73;79.88
54;80;16.91
54;83;59.29
54;92;1.59
54;95;91.18
54;96;70.09
54;98;49.19
55;10;52.28
55;21;72.73
55;30;53.51
55;31;12.00
55;38;21.11
55;45;34.79
55;60;29.28
55;63;99.49
55;72;85.17
55;81;96.22
55;89;1.53
55;94;51.35
56;4;15.37
56;17;21.54
56;19;52.18
56;27;39.66
56;36;67.96
56;57;82.21
56;68;83.71
56;74;41.06
56;76;29.70
56;88;57.55
57;4;73.05
57;17;6.18
57;19;80.16
57;27;74.59
57;33;71.71
57;36;26.65
57;56;82.21
57;63;56.35
57;72;39.73
57;74;79.51
57;76;91.58
58;9;61.00
58;20;19.66
58;23;87.83
58;29;9.15
58;46;55.64
58;49;64.59
58;73;37.90
58;83;41.39
58;95;71.89
59;6;89.09
59;11;64.70
59;14;93.14
59;39;15.66
59;40;85.73
59;42;72.80
59;43;87.22
59;53;75.84
59;67;59.58
59;79;76.92
59;84;26.24
59;86;50.09
60;10;50.41
60;21;78.84
60;35;80.25
60;38;44.41
60;55;29.28
60;81;94.41
61;40;77.66
61;41;52.21
61;42;13.18
61;47;90.60
61;62;88.24
61;78;98.16
61;84;71.92
61;86;34.10
62;39;35.50
62;42;3.21
62;47;59.78
62;48;30.00
62;51;7.27
62;61;88.24
62;78;36.43
62;79;80.86
63;17;6.14
63;18;77.36
63;19;17.48
63;27;78.69
63;30;38.33
63;31;19.94
63;33;89.32
63;38;29.49
63;45;25.49
63;55;99.49
63;57;56.35
63;72;74.16
63;74;36.78
63;81;76.62
63;89;48.60
64;2;16.80
64;3;50.82
64;9;17.78
64;12;71.46
64;13;15.27
64;28;1.95
64;46;11.47
64;49;66.72
64;70;36.94
64;75;61.14
64;93;28.14
65;15;14.04
65;24;30.70
65;32;60.90
65;50;18.21
65;54;70.90
65;73;53.13
65;80;18.54
65;83;91.12
65;92;6.68
65;95;59.39
65;96;64.33
65;98;30.53
66;0;62.18
66;7;68.10
66;20;16.69
66;30;3.31
66;34;65.25
66;37;84.28
66;81;82.06
66;89;69.83
66;94;67.76
67;6;65.22
67;7;80.29
67;11;39.00
67;14;15.01
67;15;19.46
67;39;80.48
67;43;76.04
67;53;20.21
67;59;59.58
67;79;5.18
67;84;60.03
67;98;99.48
68;5;67.43
68;11;53.43
68;22;66.15
68;25;84.94
68;56;83.71
68;69;75.43
68;85;88.09
68;87;9.44
68;88;61.91
68;91;83.90
69;7;25.93
69;11;12.18
69;17;93.93
69;22;42.41
69;27;39.51
69;53;54.84
69;68;75.43
69;91;6.84
70;2;64.16
70;3;17.29
70;9;28.92
70;12;82.47
70;13;15.68
70;23;9.19
70;28;3.92
70;49;5.83
70;64;36.94
70;75;68.59
70;93;40.44
71;44;100.73
71;48;46.77
71;51;29.62
71;90;71.43
71;99;1.03
72;16;46.31
72;17;33.52
72;18;84.85
72;19;25.01
72;26;43.21
72;31;58.26
72;33;54.87
72;38;35.85
72;45;62.33
72;55;85.17
72;57;39.73
72;63;74.16
72;74;68.43
72;81;47.88
73;29;48.57
73;32;42.49
73;46;98.56
73;50;83.11
73;54;79.88
73;58;37.90
73;65;53.13
73;80;44.28
73;83;72.77
73;95;4.56
74;17;51.32
74;19;74.80
74;27;90.32
74;33;91.88
74;45;82.78
74;56;41.06
74;57;79.51
74;63;36.78
74;72;68.43
75;2;97.31
75;3;25.98
75;9;25.36
75;12;29.64
75;13;83.72
75;23;36.15
75;28;42.83
75;49;46.65
75;64;61.14
75;70;68.59
75;93;23.41
76;4;65.67
76;19;36.00
76;36;41.07
76;56;29.70
76;57;91.58
76;88;54.31
77;82;13.24
77;97;74.74
78;39;49.46
78;40;8.16
78;42;90.15
78;47;100.89
78;48;73.28
78;51;10.39
78;61;98.16
78;62;36.43
78;79;75.64
79;6;84.45
79;14;99.12
79;39;68.00
79;42;56.38
79;43;68.54
79;47;48.54
79;51;55.61
79;59;76.92
79;62;80.86
79;67;5.18
79;78;75.64
79;84;62.36
79;98;94.33
80;15;10.16
80;24;7.12
80;29;81.14
80;32;78.13
80;44;5.47
80;50;63.13
80;54;16.91
80;65;18.54
80;73;44.28
80;83;74.06
80;92;57.40
80;95;80.05
80;96;86.24
81;10;27.05
81;17;21.25
81;21;5.10
81;27;47.21
81;30;57.62
81;38;46.94
81;55;96.22
81;60;94.41
81;63;76.62
81;66;82.06
81;72;47.88
81;89;6.27
81;94;49.50
82;8;16.74
82;41;59.29
82;77;13.24
82;86;21.63
82;97;98.69
83;29;31.10
83;50;57.98
83;54;59.29
83;58;41.39
83;65;91.12
83;73;72.77
83;80;74.06
83;92;26.12
83;95;38.21
84;6;64.15
84;11;12.62
84;14;46.71
84;39;88.99
84;40;50.80
84;41;76.88
84;42;74.19
84;43;19.81
84;47;7.36
84;53;46.73
84;59;26.24
84;61;71.92
84;67;60.03
84;79;62.36
84;86;37.04
85;1;40.16
85;5;6.25
85;8;52.33
85;25;55.00
85;52;85.81
85;68;88.09
85;87;46.47
85;88;75.41
85;91;94.64
86;40;98.87
86;41;53.00
86;47;90.58
86;59;50.09
86;61;34.10
86;82;21.63
86;84;37.04
87;1;76.03
87;5;50.12
87;8;65.26
87;11;92.71
87;22;34.37
87;25;89.95
87;52;41.72
87;68;9.44
87;85;46.47
87;88;77.71
87;91;8.68
88;1;85.47
88;5;89.45
88;25;85.57
88;36;60.57
88;56;57.55
88;68;61.91
88;76;54.31
88;85;75.41
88;87;77.71
89;0;83.48
89;17;46.04
89;27;24.40
89;30;30.69
89;38;84.69
89;55;1.53
89;63;48.60
89;66;69.83
89;81;6.27
89;94;12.99
90;44;92.30
90;48;9.07
90;50;29.95
90;71;71.43
90;92;2.52
90;96;66.95
90;99;84.56
91;5;79.57
91;11;81.97
91;22;87.97
91;25;48.78
91;43;52.27
91;53;35.46
91;68;83.90
91;69;6.84
91;85;94.64
91;87;8.68
92;24;27.12
92;29;42.94
92;32;44.22
92;44;93.94
92;50;90.85
92;54;1.59
92;65;6.68
92;80;57.40
92;83;26.12
92;90;2.52
92;96;67.83
92;99;35.71
93;2;11.49
93;3;59.38
93;9;92.34
93;12;86.68
93;13;13.24
93;28;75.61
93;49;16.90
93;64;28.14
93;70;40.44
93;75;23.41
94;0;10.64
94;7;4.64
94;20;81.58
94;30;12.55
94;34;31.76
94;37;12.60
94;38;91.26
94;55;51.35
94;66;67.76
94;81;49.50
94;89;12.99
95;15;87.31
95;20;29.06
95;24;56.01
95;29;50.32
95;32;30.52
95;37;91.89
95;50;57.77
95;54;91.18
95;58;71.89
95;65;59.39
95;73;4.56
95;80;80.05
95;83;38.21
95;98;8.81
96;24;78.95
96;32;73.21
96;44;41.14
96;50;87.28
96;54;70.09
96;65;64.33
96;80;86.24
96;90;66.95
96;92;67.83
96;99;49.26
97;8;62.51
97;52;81.83
97;77;74.74
97;82;98.69
98;6;23.80
98;14;100.12
98;15;18.67
98;24;34.56
98;32;34.72
98;39;46.92
98;54;49.19
98;65;30.53
98;67;99.48
98;79;94.33
98;95;8.81
99;44;14.04
99;50;45.85
99;71;1.03
99;90;84.56
99;92;35.71
99;96;49.26
